iteration,collectionName,requestName,method,url,status,code,responseTime,responseSize,executed,failed,skipped,totalAssertions,executedCount,failedCount,skippedCount
"1","Sendinblue","Download a file","GET","https://api.sendinblue.com/v3/crm/files/veniam elit in","Bad Request","400","242","81","Response time is less than 1000ms, Response size is less than 1000B, access-control-allow-credentials is present, Verify that access-control-allow-credentials is true,true",,,"4","4","0","0"
"1","Sendinblue","Delete a file","DELETE","https://api.sendinblue.com/v3/crm/files/veniam elit in","Bad Request","400","231","212","Content-Type is present, Verify that Content-Type header is application/json, access-control-allow-credentials is present, Verify that access-control-allow-credentials is true,true",,,"4","4","0","0"
"1","Sendinblue","Get file details","GET","https://api.sendinblue.com/v3/crm/files/veniam elit in/data","Bad Request","400","255","152","Content-Type is present, Verify that Content-Type header is application/json, access-control-allow-credentials is present, Verify that access-control-allow-credentials is true,true",,,"4","4","0","0"
"1","Sendinblue","Get an email campaign report","GET","https://api.sendinblue.com/v3/emailCampaigns/13396752","Too Many Requests","429","234","0",,,,"0","0","0","0"
"1","Sendinblue","Update an email campaign","PUT","https://api.sendinblue.com/v3/emailCampaigns/13396752","Too Many Requests","429","236","0","access-control-allow-credentials is present","Verify that access-control-allow-credentials header is true,true",,"2","1","1","0"
"1","Sendinblue","Delete an email campaign","DELETE","https://api.sendinblue.com/v3/emailCampaigns/13396752","Too Many Requests","429","190","0",,,,"0","0","0","0"
"1","Sendinblue","Send an email campaign immediately, based on campaignId","POST","https://api.sendinblue.com/v3/emailCampaigns/13396752/sendNow","Too Many Requests","429","212","0",,,,"0","0","0","0"
"1","Sendinblue","Send an email campaign to your test list","POST","https://api.sendinblue.com/v3/emailCampaigns/13396752/sendTest","Too Many Requests","429","238","0","access-control-allow-credentials is present","Verify that access-control-allow-credentials header is true,true",,"2","1","1","0"
"1","Sendinblue","Update an email campaign status","PUT","https://api.sendinblue.com/v3/emailCampaigns/13396752/status","Too Many Requests","429","222","0",,,,"0","0","0","0"
"1","Sendinblue","Send the report of a campaign","POST","https://api.sendinblue.com/v3/emailCampaigns/13396752/sendReport","Too Many Requests","429","203","0","access-control-allow-credentials is present","Verify that access-control-allow-credentials header is true,true",,"2","1","1","0"
"1","Sendinblue","Get an A/B test email campaign results","GET","https://api.sendinblue.com/v3/emailCampaigns/13396752/abTestCampaignResult","Too Many Requests","429","202","0","access-control-allow-credentials is present","Verify that access-control-allow-credentials header is true,true",,"2","1","1","0"
"1","Sendinblue","Get a shared template url","GET","https://api.sendinblue.com/v3/emailCampaigns/13396752/sharedUrl","Too Many Requests","429","225","0",,,,"0","0","0","0"
"1","Sendinblue","Export the recipients of an email campaign","POST","https://api.sendinblue.com/v3/emailCampaigns/13396752/exportRecipients","Too Many Requests","429","229","0",,,,"0","0","0","0"
"1","Sendinblue","Return all your created email campaigns","GET","https://api.sendinblue.com/v3/emailCampaigns?type=classic&status=archive&startDate=veniam elit in&endDate=veniam elit in&limit=50&offset=0&sort=desc","Too Many Requests","429","208","0","access-control-allow-credentials is present","Verify that access-control-allow-credentials header is true,true",,"2","1","1","0"
"1","Sendinblue","Create an email campaign","POST","https://api.sendinblue.com/v3/emailCampaigns","Too Many Requests","429","228","0","Response time is less than 1000ms, Response size is less than 1000B",,,"2","2","0","0"
"1","Sendinblue","Upload an image to your account's image gallery","POST","https://api.sendinblue.com/v3/emailCampaigns/images","Too Many Requests","429","200","0",,"Content-Type is present, Verify that Content-Type header is application/json; charset=utf-8",,"2","0","2","0"
"1","Sendinblue","Returns the information for all your created SMS campaigns","GET","https://api.sendinblue.com/v3/smsCampaigns?status=archive&startDate=veniam elit in&endDate=veniam elit in&limit=500&offset=0&sort=desc","Bad Request","400","246","85","Content-Type is present, Verify that Content-Type header is application/json; charset=utf-8",,,"2","2","0","0"
"1","Sendinblue","Creates an SMS campaign","POST","https://api.sendinblue.com/v3/smsCampaigns","Bad Request","400","219","165","Content-Type is present, Verify that Content-Type header is application/json; charset=utf-8",,,"2","2","0","0"
"1","Sendinblue","Get an SMS campaign","GET","https://api.sendinblue.com/v3/smsCampaigns/13396752","Not Found","404","272","65","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Update an SMS campaign","PUT","https://api.sendinblue.com/v3/smsCampaigns/13396752","Not Found","404","349","63","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Delete an SMS campaign","DELETE","https://api.sendinblue.com/v3/smsCampaigns/13396752","Not Found","404","244","63","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Send your SMS campaign immediately","POST","https://api.sendinblue.com/v3/smsCampaigns/13396752/sendNow","Not Found","404","431","63","Content-Type is present, Verify that Content-Type header is application/json; charset=utf-8",,,"2","2","0","0"
"1","Sendinblue","Update a campaign's status","PUT","https://api.sendinblue.com/v3/smsCampaigns/13396752/status","Not Found","404","295","63","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Send a test SMS campaign","POST","https://api.sendinblue.com/v3/smsCampaigns/13396752/sendTest","Not Found","404","225","63","Response time is less than 1000ms, Response size is less than 1000B",,,"2","2","0","0"
"1","Sendinblue","Export an SMS campaign's recipients","POST","https://api.sendinblue.com/v3/smsCampaigns/13396752/exportRecipients","Not Found","404","254","68","Content-Type is present, Verify that Content-Type header is application/json; charset=utf-8",,,"2","2","0","0"
"1","Sendinblue","Send an SMS campaign's report","POST","https://api.sendinblue.com/v3/smsCampaigns/13396752/sendReport","Not Found","404","257","68","Content-Type is present, Verify that Content-Type header is application/json; charset=utf-8",,,"2","2","0","0"
"1","Sendinblue","Send a message as an agent","POST","https://api.sendinblue.com/v3/conversations/messages","Unauthorized","401","297","38","confirm the value of code, confirm the value of message, access-control-allow-credentials is present, Verify that access-control-allow-credentials is true,true",,,"4","4","0","0"
"1","Sendinblue","Get a message","GET","https://api.sendinblue.com/v3/conversations/messages/veniam elit in","Unauthorized","401","326","38","confirm the value of code, confirm the value of message, access-control-allow-credentials is present, Verify that access-control-allow-credentials is true,true",,,"4","4","0","0"
"1","Sendinblue","Update a message sent by an agent","PUT","https://api.sendinblue.com/v3/conversations/messages/veniam elit in","Unauthorized","401","280","38","confirm the value of code, confirm the value of message, Content-Type is present, Verify that Content-Type header is application/json; charset=utf-8",,,"4","4","0","0"
"1","Sendinblue","Delete a message sent by an agent","DELETE","https://api.sendinblue.com/v3/conversations/messages/veniam elit in","Unauthorized","401","285","38","confirm the value of code, confirm the value of message, Content-Type is present, Verify that Content-Type header is application/json; charset=utf-8",,,"4","4","0","0"
"1","Sendinblue","Sets agent’s status to online for 2-3 minutes","POST","https://api.sendinblue.com/v3/conversations/agentOnlinePing","Unauthorized","401","266","38","confirm the value of code, confirm the value of message, access-control-allow-credentials is present, Verify that access-control-allow-credentials is true,true",,,"4","4","0","0"
"1","Sendinblue","Send an automated message to a visitor","POST","https://api.sendinblue.com/v3/conversations/pushedMessages","Unauthorized","401","287","38","confirm the value of code, confirm the value of message, access-control-allow-credentials is present, Verify that access-control-allow-credentials is true,true",,,"4","4","0","0"
"1","Sendinblue","Get an automated message","GET","https://api.sendinblue.com/v3/conversations/pushedMessages/veniam elit in","Unauthorized","401","284","38","confirm the value of code, confirm the value of message, Content-Type is present, Verify that Content-Type header is application/json; charset=utf-8",,,"4","4","0","0"
"1","Sendinblue","Update an automated message","PUT","https://api.sendinblue.com/v3/conversations/pushedMessages/veniam elit in","Unauthorized","401","302","38","confirm the value of code, confirm the value of message, access-control-allow-credentials is present, Verify that access-control-allow-credentials is true,true",,,"4","4","0","0"
"1","Sendinblue","Delete an automated message","DELETE","https://api.sendinblue.com/v3/conversations/pushedMessages/veniam elit in","Unauthorized","401","264","38","confirm the value of code, confirm the value of message, access-control-allow-credentials is present, Verify that access-control-allow-credentials is true,true",,,"4","4","0","0"
"1","Sendinblue","Get all the contacts","GET","https://api.sendinblue.com/v3/contacts?limit=50&offset=0&modifiedSince=2022-02-01T00:00:00.000&sort=desc","Unauthorized","401","200","50","Content-Length is present, Verify that Content-Length header is 50",,,"2","2","0","0"
"1","Sendinblue","Create a contact","POST","https://api.sendinblue.com/v3/contacts","Bad Request","400","206","62","Content-Length is present, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","Create Contact via DOI (Double-Opt-In) Flow","POST","https://api.sendinblue.com/v3/contacts/doubleOptinConfirmation","Unauthorized","401","206","50","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Update multiple contacts","POST","https://api.sendinblue.com/v3/contacts/batch","Bad Request","400","202","69","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Export contacts","POST","https://api.sendinblue.com/v3/contacts/export","Bad Request","400","207","121","access-control-allow-credentials is present, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","Import contacts","POST","https://api.sendinblue.com/v3/contacts/import","Bad Request","400","221","82","access-control-allow-credentials is present, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","Get a contact's details","GET","https://api.sendinblue.com/v3/contacts/{{email}}","Bad Request","400","206","82","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Delete a contact","DELETE","https://api.sendinblue.com/v3/contacts/{{contact_id}}","Bad Request","400","192","74","Status code is 400, Status code name has string",,,"2","2","0","0"
"1","Sendinblue","Update a contact","PUT","https://api.sendinblue.com/v3/contacts/veniam elit in","Bad Request","400","200","74","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Get email campaigns' statistics for a contact","GET","https://api.sendinblue.com/v3/contacts/veniam elit in/campaignStats?startDate=veniam elit in&endDate=veniam elit in","Bad Request","400","216","62","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Get all folders","GET","https://api.sendinblue.com/v3/contacts/folders?limit=10&offset=0&sort=desc","OK","200","309","1044","Confirm the value of name is Wordpress Contacts, Confirm the value of uniqueSubscribers ",,,"2","2","0","0"
"1","Sendinblue","Create a folder","POST","https://api.sendinblue.com/v3/contacts/folders","Created","201","311","9","Successful POST request, Response time is less than 1000ms",,,"2","2","0","0"
"1","Sendinblue","Returns a folder's details","GET","https://api.sendinblue.com/v3/contacts/folders/13396752","Not Found","404","222","66","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Update a folder","PUT","https://api.sendinblue.com/v3/contacts/folders/13396752","Not Found","404","248","66","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Delete a folder (and all its lists)","DELETE","https://api.sendinblue.com/v3/contacts/folders/13396752","Not Found","404","237","66","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Get lists in a folder","GET","https://api.sendinblue.com/v3/contacts/folders/13396752/lists?limit=10&offset=0&sort=desc","Not Found","404","239","66","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Get all the lists","GET","https://api.sendinblue.com/v3/contacts/lists?limit=10&offset=0&sort=desc","OK","200","259","132","Verify that folderId is 1, Verify that count is 1",,,"2","2","0","0"
"1","Sendinblue","Create a list","POST","https://api.sendinblue.com/v3/contacts/lists","Not Found","404","263","66","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Get contacts in a list","GET","https://api.sendinblue.com/v3/contacts/lists/13396752/contacts?modifiedSince=veniam elit in&limit=50&offset=0&sort=desc","Bad Request","400","243","65","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Add existing contacts to a list","POST","https://api.sendinblue.com/v3/contacts/lists/13396752/contacts/add","Not Found","404","257","64","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Delete a contact from a list","POST","https://api.sendinblue.com/v3/contacts/lists/13396752/contacts/remove","Not Found","404","227","64","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Get a list's details","GET","https://api.sendinblue.com/v3/contacts/lists/13396752","Not Found","404","272","64","access-control-allow-credentials is present, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","Update a list","PUT","https://api.sendinblue.com/v3/contacts/lists/13396752","Bad Request","400","238","69","access-control-allow-credentials is present, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","Delete a list","DELETE","https://api.sendinblue.com/v3/contacts/lists/13396752","Not Found","404","217","64","access-control-allow-credentials is present, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","List all attributes","GET","https://api.sendinblue.com/v3/contacts/attributes","OK","200","234","549","Verify that category is global, Verify that type is float",,,"2","2","0","0"
"1","Sendinblue","Update contact attribute","PUT","https://api.sendinblue.com/v3/contacts/attributes/global/veniam elit in","Bad Request","400","215","167","access-control-allow-credentials is present, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","Create contact attribute","POST","https://api.sendinblue.com/v3/contacts/attributes/global/veniam elit in","Bad Request","400","199","167","access-control-allow-credentials is present, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","Delete an attribute","DELETE","https://api.sendinblue.com/v3/contacts/attributes/global/veniam elit in","Not Found","404","223","61","access-control-allow-credentials is present, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","Send a transactional email","POST","https://api.sendinblue.com/v3/smtp/email","Forbidden","403","221","169","Verify the value of code, access-control-allow-credentials is present",,,"2","2","0","0"
"1","Sendinblue","Get the list of transactional emails on the basis of allowed filters","GET","https://api.sendinblue.com/v3/smtp/emails?email=veniam elit in&templateId=13396752&messageId=veniam elit in&startDate=veniam elit in&endDate=veniam elit in&sort=desc&limit=500&offset=0","Bad Request","400","232","57","Server is present, Vary is present",,,"2","2","0","0"
"1","Sendinblue","Delete scheduled emails by batchId or messageId","DELETE","https://api.sendinblue.com/v3/smtp/email/4320f270-a4e3-4a2e-b591-edfe30a5e627","Not Found","404","342","80","Verify the value of code, Verify the value of message",,,"2","2","0","0"
"1","Sendinblue","Get the personalized content of a sent transactional email","GET","https://api.sendinblue.com/v3/smtp/emails/veniam elit in","Not Found","404","356","66","Verify the value of message, Verify the value of code",,,"2","2","0","0"
"1","Sendinblue","Fetch scheduled emails by batchId or messageId","GET","https://api.sendinblue.com/v3/smtp/emailStatus/4320f270-a4e3-4a2e-b591-edfe30a5e627?startDate=2022-02-02&endDate=2022-03-02&sort=desc&status=queued&limit=100&offset=0","Bad Request","400","224","89","Verify the value of message, Verify the value of code",,,"2","2","0","0"
"1","Sendinblue","Get the list of email templates","GET","https://api.sendinblue.com/v3/smtp/templates?templateStatus=false&limit=50&offset=0&sort=desc","OK","200","311","2","Confirm response , access-control-allow-credentials is present",,,"2","2","0","0"
"1","Sendinblue","Create an email template","POST","https://api.sendinblue.com/v3/smtp/templates","Bad Request","400","207","105","access-control-allow-credentials is present, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","Returns the template information","GET","https://api.sendinblue.com/v3/smtp/templates/13396752","Not Found","404","240","67","access-control-allow-credentials is present, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","Update an email template","PUT","https://api.sendinblue.com/v3/smtp/templates/13396752","Bad Request","400","236","90","access-control-allow-credentials is present, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","Delete an inactive email template","DELETE","https://api.sendinblue.com/v3/smtp/templates/13396752","Not Found","404","223","63","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Send a template to your test list","POST","https://api.sendinblue.com/v3/smtp/templates/13396752/sendTest","Not Found","404","252","68","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Get your transactional email activity aggregated over a period of time","GET","https://api.sendinblue.com/v3/smtp/statistics/aggregatedReport?startDate=veniam elit in&endDate=veniam elit in&days=13396752&tag=veniam elit in","Bad Request","400","198","69","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Get your transactional email activity aggregated per day","GET","https://api.sendinblue.com/v3/smtp/statistics/reports?limit=10&offset=0&startDate=veniam elit in&endDate=veniam elit in&days=13396752&tag=veniam elit in&sort=desc","Bad Request","400","208","69","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Get all your transactional email activity (unaggregated events)","GET","https://api.sendinblue.com/v3/smtp/statistics/events?days=11&messageId=202212281024.62341432715@smtp-relay.mailin.fr","Unauthorized","401","232","50","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Get the list of blocked or unsubscribed transactional contacts","GET","https://api.sendinblue.com/v3/smtp/blockedContacts?startDate=veniam elit in&endDate=veniam elit in&limit=50&offset=0&senders=ullamco,dolor elit aute&sort=desc","Bad Request","400","228","83","access-control-allow-credentials is present, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","Unblock or resubscribe a transactional contact","DELETE","https://api.sendinblue.com/v3/smtp/blockedContacts/veniam elit in","Bad Request","400","213","57","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Get the list of blocked domains","GET","https://api.sendinblue.com/v3/smtp/blockedDomains","OK","200","224","40","Confirm the value for domains, access-control-allow-credentials is present",,,"2","2","0","0"
"1","Sendinblue","Add a new domain to the list of blocked domains","POST","https://api.sendinblue.com/v3/smtp/blockedDomains","Bad Request","400","221","97","Content-Type is present, Verify that Content-Type header is application/json; charset=utf-8",,,"2","2","0","0"
"1","Sendinblue","Unblock an existing domain from the list of blocked domains","DELETE","https://api.sendinblue.com/v3/smtp/blockedDomains/veniam elit in","Bad Request","400","213","60","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Delete hardbounces","POST","https://api.sendinblue.com/v3/smtp/deleteHardbounces","Bad Request","400","199","100","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Delete an SMTP transactional log","DELETE","https://api.sendinblue.com/v3/smtp/log/veniam elit in","Bad Request","400","213","71","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Get the list of all the events for the received emails.","GET","https://api.sendinblue.com/v3/inbound/events?sender=veniam elit in&startDate=1947-08-13&endDate=1947-08-13&limit=100&offset=0&sort=desc","Bad Request","400","241","79","access-control-allow-credentials is present, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","Fetch all events history for one particular received email.","GET","https://api.sendinblue.com/v3/inbound/events/veniam elit in","Bad Request","400","205","56","access-control-allow-credentials is present, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","Retrieve inbound attachment with download token.","GET","https://api.sendinblue.com/v3/inbound/attachments/veniam elit in","Not Acceptable","406","322","14","Status code is 406, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","Send SMS message to a mobile number","POST","https://api.sendinblue.com/v3/transactionalSMS/sms","Bad Request","400","212","173","access-control-allow-credentials is present, Verify that access-control-allow-credentials header is true,true",,,"2","2","0","0"
"1","Sendinblue","Get your SMS activity aggregated over a period of time","GET","https://api.sendinblue.com/v3/transactionalSMS/statistics/aggregatedReport?startDate=veniam elit in&endDate=veniam elit in&days=13396752&tag=veniam elit in","Bad Request","400","234","69","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Get your SMS activity aggregated per day","GET","https://api.sendinblue.com/v3/transactionalSMS/statistics/reports?startDate=veniam elit in&endDate=veniam elit in&days=13396752&tag=veniam elit in&sort=desc","Bad Request","400","211","69","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Get all your SMS activity (unaggregated events)","GET","https://api.sendinblue.com/v3/transactionalSMS/statistics/events?limit=50&startDate=veniam elit in&endDate=veniam elit in&offset=0&days=13396752&phoneNumber=veniam elit in&event=bounces&tags=veniam elit in&sort=desc","Bad Request","400","236","69","confirm the value of code, confirm the value of message",,,"2","2","0","0"
"1","Sendinblue","Get all webhooks","GET","https://api.sendinblue.com/v3/webhooks?type=transactional&sort=desc","Bad Request","400","236","72","Verify that code is document_not_found, Verify the value of message , Content-Type is present, Verify that Content-Type header is application/json",,,"4","4","0","0"
"1","Sendinblue","Create a webhook","POST","https://api.sendinblue.com/v3/webhooks","Bad Request","400","286","69","Content-Type is present, Verify that Content-Type header is application/json, access-control-allow-credentials is present, Verify that access-control-allow-credentials is true,true",,,"4","4","0","0"
"1","Sendinblue","Get a webhook details","GET","https://api.sendinblue.com/v3/webhooks/999375","OK","200","266","320","Verify the value of url, Search for events that is hardBounce, Verify the value of description, Verify the value of id, Search for events that is listAddition",,,"5","5","0","0"
"1","Sendinblue","Update a webhook","PUT","https://api.sendinblue.com/v3/webhooks/13396752","Not Found","404","274","68","Content-Type is present, Verify that sib-request-id is present, access-control-allow-credentials is present",,,"3","3","0","0"
"1","Sendinblue","Delete a webhook","DELETE","https://api.sendinblue.com/v3/webhooks/999370","Not Found","404","258","68","Content-Type is present, Verify that Content-Type header is application/json, Response time is less than 1000ms",,,"3","3","0","0"
